,ano,bloco,talhao,corte,tch_bloco
9361,2021,111F0054,3,6,48.42
9362,2021,116F0044,11,4,72.72
9363,2021,117F0010,3,18,64.62
9364,2021,123F0003,2,18,48.11
9365,2021,132F0020,14,2,85.63
9366,2021,135F0011,12,4,33.28
9367,2021,301F0874,3,6,56.55
9368,2021,302F0525,65,2,57.37
9369,2021,302F0531,5,8,24.97
9370,2021,521F0029,2,9,61.35
9371,2021,521F0079,4,2,63.75
9372,2021,116P1502,4,18,112.98
9373,2021,117P1757,4,2,75.02
9374,2021,121P2115,5,2,90.98
9375,2021,122P2202,7,3,112.68
9376,2021,125P2525,3,3,37.96
9377,2021,601F0042,12,3,96.18
9378,2021,602F0003,10,6,84.79
9379,2021,602F0147,6,2,45.83
9380,2021,606F0024,35,2,89.91
9381,2021,226P2690,2,3,22.32
9382,2021,221P2156,2,3,40.32
9383,2021,143P4218,2,2,76.13
9384,2021,522P0020,5,2,79.5
9385,2021,301P0018,7,4,54.38
9386,2021,308P0003,7,18,85.96
9387,2021,310P0024,7,18,101.76
9388,2021,409P0033,1,5,39.91
9389,2021,411P0024,2,2,81.63
9390,2021,110F0007,1,2,85.55
9391,2021,111F0003,6,5,46.58
9392,2021,111F0038,2,6,34.04
9393,2021,111F0057,4,5,84.37
9394,2021,111F0113,1,6,34.47
9395,2021,116F0019,1,2,64.66
9396,2021,116F0047,7,3,10.82
9397,2021,125F0018,9,5,50.42
9398,2021,133F0024,1,9,34.01
9399,2021,141F0002,107,8,62.61
9400,2021,301F0307,10,3,98.84
9401,2021,410F0002,1,2,52.65
9402,2021,414F0003,24,3,57.91
9403,2021,602P0021,7,6,73.42
9404,2021,110P1129,1,3,68.74
9405,2021,112P1241,8,2,82.49
9406,2021,601F0010,9,18,83.35
9407,2021,602F0535,2,6,64.75
9408,2021,605F0008,13,2,55.82
9409,2021,145P4507,2,3,70.47
9410,2021,221F0063,2,3,33.51
9411,2021,224P2308,4,18,89.21
9412,2021,132P3203,5,4,57.92
9413,2021,141P4131,13,6,31.23
9414,2021,309P0041,5,2,71.33
9415,2021,407P0036,13,5,27.53
9416,2021,410P0056,3,18,104.86
9417,2021,414P0037,5,5,56.49
9418,2021,135F0015,2,18,100.0
9419,2021,414F0002,21,4,74.82
9420,2021,521F0042,18,2,82.61
9421,2021,601P0347,3,4,76.53
9422,2021,112P1245,3,3,66.03
9423,2021,116P1502,6,18,112.98
9424,2021,601F0010,16,5,62.05
9425,2021,601F0130,6,4,60.25
9426,2021,605F0009,28,6,50.0
9427,2021,225P2569,6,4,104.35
9428,2021,232P3208,14,5,19.97
9429,2021,220P2914,1,8,27.63
9430,2021,143P4342,1,2,18.45
9431,2021,221P3402,2,2,105.87
9432,2021,143P4369,1,18,86.73
9433,2021,606P0332,1,18,67.54
9434,2021,112P1239,1,3,47.07
9435,2021,141P4133,9,5,34.54
9436,2021,143P4347,7,5,55.11
9437,2021,521P0005,8,4,102.11
9438,2021,303P0020,14,2,119.26
9439,2021,308P0008,5,2,54.47
9440,2021,411P0034,1,18,124.19
9441,2021,414P0056,8,2,96.09
9442,2021,110F0001,9,6,74.77
9443,2021,113P1309,10,2,90.64
9444,2021,117P1503,2,2,85.98
9445,2021,112F0089,5,6,31.65
9446,2021,116F0027,3,2,77.01
9447,2021,125F0007,3,9,49.15
9448,2021,310F0332,9,5,66.5
9449,2021,517F0057,7,3,77.24
9450,2021,603P0071,1,18,105.23
9451,2021,603P0304,5,5,45.08
9452,2021,603P0318,1,18,73.65
9453,2021,112P1289,3,2,81.27
9454,2021,123P2338,13,2,83.76
9455,2021,124P2424,11,2,47.63
9456,2021,603F0059,31,6,56.43
9457,2021,605F0038,8,8,74.06
9458,2021,226P2680,1,4,24.94
9459,2021,220P2930,3,4,33.71
9460,2021,132P3334,2,3,67.78
9461,2021,134P1500,4,3,44.69
9462,2021,134P1529,1,4,39.59
9463,2021,301P0026,18,4,72.8
9464,2021,302P0017,8,7,84.1
9465,2021,309P0041,4,2,71.33
9466,2021,411P0007,2,5,54.12
9467,2021,414P0009,3,6,77.1
9468,2021,414P0010,2,18,117.61
9469,2021,414P0039,2,2,82.94
9470,2021,110F0002,102,3,65.57
9471,2021,111F0073,35,6,56.38
9472,2021,111F0148,1,6,21.64
9473,2021,125F0041,9,2,104.53
9474,2021,125F0052,3,7,73.76
9475,2021,132F0002,2,5,37.19
9476,2021,414F0003,55,2,90.32
9477,2021,522F0008,3,4,27.33
9478,2021,111P1116,6,18,72.34
9479,2021,112P1286,7,2,81.24
9480,2021,116P1617,7,3,29.47
9481,2021,117P1754,4,18,72.63
9482,2021,122P2228,3,4,76.16
9483,2021,125P2407,3,2,82.31
9484,2021,131P3128,4,7,38.33
9485,2021,601F0174,34,6,41.42
9486,2021,602F0007,5,9,56.52
9487,2021,602F0535,1,6,64.74
9488,2021,604F0481,1,4,49.32
9489,2021,606F0158,12,2,85.71
9490,2021,226P2620,2,4,62.8
9491,2021,220P2938,1,18,101.73
9492,2021,145P4562,4,6,30.61
9493,2021,222P2222,1,2,47.42
9494,2021,407P0039,13,4,46.63
9495,2021,110F0002,54,2,76.57
9496,2021,111F0004,86,6,42.35
9497,2021,133F0015,28,3,46.75
9498,2021,133F0015,3,5,59.43
9499,2021,133F0035,2,2,71.25
9500,2021,301F0611,2,9,33.1
9501,2021,517F0057,6,3,77.24
9502,2021,521F0022,1,9,70.58
9503,2021,521F0180,1,6,54.5
9504,2021,605P0327,1,18,109.32
9505,2021,116P1663,2,2,51.81
9506,2021,121P2142,14,3,76.23
9507,2021,604F0603,3,6,60.07
9508,2021,225P2580,1,5,38.88
9509,2021,123P2348,4,3,61.81
9510,2021,232P3024,7,2,67.0
9511,2021,413P0018,13,4,16.79
9512,2021,133P3338,2,5,43.71
9513,2021,517P0082,1,4,54.46
9514,2021,520P0040,1,3,58.41
9515,2021,522P0096,1,4,42.95
9516,2021,309P0000,5,2,34.69
9517,2021,309P0019,2,2,81.89
9518,2021,414P0010,4,18,117.61
9519,2021,111F0004,3,6,47.05
9520,2021,111F0016,1,2,88.66
9521,2021,113F0001,3,9,67.74
9522,2021,125F0063,3,6,24.28
9523,2021,131F0040,14,9,115.02
9524,2021,133F0018,1,2,56.46
9525,2021,143F0001,47,3,49.56
9526,2021,143F0025,1,4,105.36
9527,2021,301F0433,18,6,58.31
9528,2021,302F0313,19,3,111.62
9529,2021,302F0336,1,9,57.49
9530,2021,302F0531,4,8,24.97
9531,2021,303F0639,10,2,86.16
9532,2021,601P0316,1,6,48.29
9533,2021,602P0021,4,6,73.42
9534,2021,113P1309,7,2,90.5
9535,2021,116P1672,2,18,122.08
9536,2021,117P1509,1,3,37.48
9537,2021,602F0446,1,3,70.55
9538,2021,606F0009,40,18,131.39
9539,2021,606F0166,36,2,61.65
9540,2021,146P4570,2,4,27.66
9541,2021,132P3221,2,4,61.47
9542,2021,301P0030,9,8,35.14
9543,2021,301P0041,1,4,66.45
9544,2021,308P0050,2,4,31.44
9545,2021,308P0063,1,2,103.54
9546,2021,309P0067,4,18,105.67
9547,2021,407P0026,3,2,35.96
9548,2021,111F0012,36,3,59.25
9549,2021,121F0001,6,2,101.98
9550,2021,123F0016,1,2,54.01
9551,2021,125F0040,2,2,77.1
9552,2021,134P3411,9,3,29.78
9553,2021,141F0002,121,8,58.96
9554,2021,302F0628,1,2,69.96
9555,2021,517F0078,2,8,33.83
9556,2021,605P0308,1,18,77.61
9557,2021,605P0359,17,3,30.43
9558,2021,606P0322,4,2,107.22
9559,2021,113P1303,7,3,42.71
9560,2021,602F0539,1,5,43.58
9561,2021,604F0448,30,18,105.86
9562,2021,606F0009,74,7,73.97
9563,2021,232P3048,3,4,55.71
9564,2021,413P0018,2,4,16.79
9565,2021,141P4564,1,18,64.45
9566,2021,221P2119,2,2,78.11
9567,2021,143P4567,2,5,54.46
9568,2021,145P4546,1,3,32.16
9569,2021,135P3526,3,3,63.8
9570,2021,301P0012,3,2,62.81
9571,2021,310P0004,1,18,96.06
9572,2021,310P0043,1,3,52.87
9573,2021,408P0004,16,4,57.22
9574,2021,110F0001,45,2,95.08
9575,2021,111F0031,31,6,59.48
9576,2021,131F0052,2,18,46.38
9577,2021,141F0002,164,6,57.34
9578,2021,302F0311,10,18,113.99
9579,2021,521F0042,10,2,82.61
9580,2021,521F0084,4,8,73.19
9581,2021,116P1229,11,18,102.3
9582,2021,117P1535,2,3,61.93
9583,2021,123P2366,4,5,42.72
9584,2021,123P2389,3,3,92.27
9585,2021,232P3213,2,3,11.45
9586,2021,238P3901,1,4,21.18
9587,2021,221F0047,2,2,67.51
9588,2021,221P2144,4,5,21.87
9589,2021,134P3434,1,2,74.94
9590,2021,517P0024,3,5,75.05
9591,2021,517P0027,4,4,46.69
9592,2021,414P0010,1,18,117.61
9593,2021,110F0045,8,8,83.37
9594,2021,111F0049,18,6,41.44
9595,2021,112F0040,52,2,59.84
9596,2021,132F0023,7,2,108.72
9597,2021,133F0035,7,5,39.66
9598,2021,302F0003,1,2,111.17
9599,2021,302F0311,23,3,80.58
9600,2021,310F0870,6,3,60.63
9601,2021,517F0031,6,3,50.41
9602,2021,520F0008,6,3,72.53
9603,2021,112P1449,1,18,101.55
9604,2021,123P2320,8,18,103.11
9605,2021,125P2406,4,4,56.29
9606,2021,126P2607,9,2,86.98
9607,2021,601F0002,32,3,55.29
9608,2021,603F0459,1,2,63.22
9609,2021,225P2531,1,2,67.94
9610,2021,230P3028,2,3,39.6
9611,2021,232P3045,1,18,70.55
9612,2021,224P2311,4,4,25.09
9613,2021,134P3417,4,3,40.67
9614,2021,517P0024,5,5,75.04
9615,2021,517P0042,1,3,83.01
9616,2021,521P0006,2,3,93.9
9617,2021,301P0002,2,7,43.56
9618,2021,303P0021,1,18,97.6
9619,2021,309P0019,12,2,81.89
9620,2021,408P0029,3,5,35.52
9621,2021,135P3550,6,5,46.75
9622,2021,414P0069,2,2,112.81
9623,2021,111F0012,37,3,83.63
9624,2021,111F0042,1,4,73.46
9625,2021,111F0104,4,2,83.23
9626,2021,112F0115,9,3,72.06
9627,2021,143F0011,3,2,66.38
9628,2021,302F0396,4,18,113.21
9629,2021,110P1117,5,18,84.22
9630,2021,113P1455,2,7,33.04
9631,2021,121P2128,1,4,36.79
9632,2021,123P2373,3,5,37.92
9633,2021,601F0223,7,4,84.49
9634,2021,603F0020,3,4,75.95
9635,2021,606F0137,23,18,128.68
9636,2021,225P2528,1,2,78.43
9637,2021,225P2569,5,4,104.33
9638,2021,230P3037,1,3,15.2
9639,2021,235P3567,1,3,30.0
9640,2021,141F0009,10,18,93.86
9641,2021,141F0007,4,4,36.5
9642,2021,220P2931,3,4,62.5
9643,2021,145P4536,6,7,44.66
9644,2021,141P4135,1,3,60.2
9645,2021,222P2221,3,2,129.68
9646,2021,132P3221,5,4,61.47
9647,2021,517P0035,1,3,49.5
9648,2021,517P0040,1,18,99.31
9649,2021,522P0009,8,4,45.6
9650,2021,414P0056,11,2,96.09
9651,2021,110F0035,18,18,114.12
9652,2021,111F0049,9,3,57.43
9653,2021,121F0001,17,3,82.41
9654,2021,125F0031,6,9,46.47
9655,2021,133F0021,1,18,93.72
9656,2021,135F0015,3,18,100.0
9657,2021,141F0002,25,18,122.91
9658,2021,301F0307,2,18,120.33
9659,2021,302F0311,6,9,57.98
9660,2021,310F0387,37,3,7.52
9661,2021,602P0344,5,7,49.0
9662,2021,113P1309,9,2,90.5
9663,2021,601F0480,8,2,123.91
9664,2021,235P3575,4,3,67.03
9665,2021,221P2146,2,4,57.35
9666,2021,134P3446,2,3,30.83
9667,2021,517P0072,13,5,45.92
9668,2021,518P0010,2,4,92.71
9669,2021,521P0006,13,3,93.9
9670,2021,522P0053,2,4,47.04
9671,2021,301P0001,8,2,101.47
9672,2021,308P0007,5,2,38.25
9673,2021,111F0015,1,8,48.1
9674,2021,111F0073,37,5,55.0
9675,2021,414P0009,7,6,77.11
9676,2021,110F0007,17,18,102.0
9677,2021,110F0024,28,2,41.1
9678,2021,111F0034,5,5,54.08
9679,2021,111F0077,3,6,39.56
9680,2021,125F0041,6,2,104.55
9681,2021,302F0424,7,7,63.15
9682,2021,407F0001,15,18,89.18
9683,2021,521F0021,1,9,28.39
9684,2021,522F0006,1,4,54.62
9685,2021,121P2115,3,2,90.98
9686,2021,123P2328,6,18,120.44
9687,2021,123P2350,5,18,134.92
9688,2021,126P2635,4,5,45.27
9689,2021,606F0001,2,2,65.16
9690,2021,221P2152,2,3,55.03
9691,2021,146P4572,2,3,49.18
9692,2021,134P1526,5,4,34.83
9693,2021,134P3445,3,3,54.46
9694,2021,141P4133,5,5,34.54
9695,2021,517P0068,1,6,67.24
9696,2021,522P0007,3,18,103.08
9697,2021,302P0022,7,6,94.51
9698,2021,308P0071,2,2,52.8
9699,2021,308P0072,235,4,43.19
9700,2021,411P0040,1,5,47.8
9701,2021,414P0009,8,6,77.1
9702,2021,111F0049,4,9,43.58
9703,2021,111F0051,6,2,94.9
9704,2021,112F0038,6,4,63.16
9705,2021,112F0115,20,2,81.33
9706,2021,123F0029,15,6,71.05
9707,2021,125F0052,5,18,97.07
9708,2021,132F0010,2,4,27.03
9709,2021,133F0018,29,9,137.98
9710,2021,134F0003,2,2,31.3
9711,2021,302F0565,23,4,87.19
9712,2021,521F0016,8,7,48.18
9713,2021,521F0062,3,3,96.6
9714,2021,521F0081,10,5,70.47
9715,2021,605P0301,6,4,44.02
9716,2021,110P1117,2,18,84.21
9717,2021,112P1245,8,3,66.03
9718,2021,116P1292,2,18,97.71
9719,2021,121P2122,4,18,111.26
9720,2021,125P2414,4,18,97.27
9721,2021,601F0496,1,4,72.89
9722,2021,602F0103,2,18,111.54
9723,2021,606F0179,1,4,48.19
9724,2021,235P3438,2,18,93.21
9725,2021,112F0127,6,2,92.87
9726,2021,143P4213,3,4,56.28
9727,2021,143P4358,10,5,31.5
9728,2021,517P0048,2,3,56.21
9729,2021,301P0027,3,3,51.88
9730,2021,116F0044,1,4,72.72
9731,2021,301P0027,5,3,51.88
9732,2021,301P0042,1,4,75.3
9733,2021,309P0037,4,2,86.46
9734,2021,310P0048,10,18,91.08
9735,2021,310P0048,16,18,91.08
9736,2021,111F0004,58,9,42.34
9737,2021,113F0010,34,3,75.56
9738,2021,124F0010,8,8,85.11
9739,2021,131F0036,1,2,134.9
9740,2021,521F0041,12,6,39.15
9741,2021,602P0314,4,5,41.8
9742,2021,604P0301,3,4,48.23
9743,2021,605P0357,21,3,52.16
9744,2021,110P1123,4,2,135.59
9745,2021,121P2126,2,4,57.63
9746,2021,122P2211,1,4,71.7
9747,2021,123P2373,5,5,37.92
9748,2021,601F0043,3,5,71.77
9749,2021,601F0453,2,4,94.33
9750,2021,125F0020,3,9,62.31
9751,2021,226P2688,6,3,56.84
9752,2021,232P3212,10,4,27.74
9753,2021,235P3567,2,3,30.0
9754,2021,220P2879,2,3,44.71
9755,2021,220P2902,4,5,38.21
9756,2021,143P4330,3,4,36.17
9757,2021,143P4352,1,5,16.07
9758,2021,135P3534,3,4,62.86
9759,2021,141P4135,2,3,60.2
9760,2021,517P0057,2,7,59.42
9761,2021,302P0049,2,7,71.51
9762,2021,132F0007,3,3,96.26
9763,2021,303P0019,3,3,61.08
9764,2021,308P0021,13,2,93.83
9765,2021,110F0007,48,2,103.43
9766,2021,111F0031,17,6,74.12
9767,2021,125F0005,6,4,74.99
9768,2021,134F0020,2,2,52.09
9769,2021,302F0016,4,5,65.84
9770,2021,302F0396,9,18,113.19
9771,2021,521F0018,4,8,13.02
9772,2021,521F0169,13,9,22.66
9773,2021,604P0317,1,4,15.41
9774,2021,116P1246,7,18,100.37
9775,2021,117P1734,1,4,67.03
9776,2021,122P2202,8,3,112.68
9777,2021,601F0115,25,18,98.4
9778,2021,603F0440,3,4,43.75
9779,2021,604F0020,44,3,84.57
9780,2021,605F0037,1,5,10.8
9781,2021,220P2850,1,2,73.43
9782,2021,221P3454,1,4,23.82
9783,2021,222P2303,2,9,42.18
9784,2021,112P1286,2,2,81.24
9785,2021,123P2315,6,5,56.9
9786,2021,123P2326,4,18,106.91
9787,2021,123P2328,5,18,120.44
9788,2021,133P1231,4,6,23.93
9789,2021,134P3401,6,5,19.93
9790,2021,141P4107,2,2,74.83
9791,2021,517P0010,3,8,46.12
9792,2021,521P0023,6,3,93.55
9793,2021,522P0034,4,4,83.76
9794,2021,308P0022,3,18,89.46
9795,2021,309P0007,3,4,55.78
9796,2021,411P0011,3,18,93.58
9797,2021,112F0036,8,4,54.4
9798,2021,132F0005,8,4,34.64
9799,2021,132F0014,1,4,43.94
9800,2021,134F0006,3,9,63.0
9801,2021,135F0013,17,3,70.23
9802,2021,302F0466,3,4,49.62
9803,2021,601F0220,1,4,65.35
9804,2021,605F0042,9,2,59.35
9805,2021,606F0017,17,2,93.67
9806,2021,606F0018,1,3,53.3
9807,2021,221P2115,1,18,115.01
9808,2021,226P2536,9,2,81.76
9809,2021,226P2656,5,5,42.66
9810,2021,238P3804,1,2,73.96
9811,2021,143P4522,1,18,147.6
9812,2021,605P0342,5,7,26.76
9813,2021,111P1165,3,5,63.55
9814,2021,112P1211,5,18,102.09
9815,2021,116P1240,1,18,85.54
9816,2021,123P2307,2,3,59.1
9817,2021,123P2366,12,5,42.72
9818,2021,123P2366,16,5,42.72
9819,2021,126P2637,5,5,36.15
9820,2021,126P2637,4,5,36.15
9821,2021,135P3501,3,4,15.08
9822,2021,517P0078,4,5,75.35
9823,2021,518P0006,4,6,46.98
9824,2021,301P0008,12,2,102.71
9825,2021,301P0046,4,2,63.6
9826,2021,309P0019,4,2,81.89
9827,2021,408P0004,24,4,21.79
9828,2021,409P0023,5,3,44.39
9829,2021,110F0024,12,2,41.09
9830,2021,123F0046,6,2,84.01
9831,2021,133F0006,1,18,100.64
9832,2021,134F0004,1,18,99.86
9833,2021,301F0509,1,7,51.19
9834,2021,520F0020,1,6,66.85
9835,2021,520F0022,1,2,84.43
9836,2021,606F0024,7,4,72.62
9837,2021,606F0024,9,4,72.62
9838,2021,221P3116,2,2,83.09
9839,2021,224P2439,7,18,98.25
9840,2021,224P4606,7,5,15.4
9841,2021,226P2690,1,3,22.32
9842,2021,232P3024,5,2,67.0
9843,2021,135F0007,13,4,24.31
9844,2021,238P3901,3,4,21.18
9845,2021,110P1187,10,4,65.26
9846,2021,123P2350,1,18,134.92
9847,2021,123P2366,15,5,42.72
9848,2021,126P2604,1,4,51.43
9849,2021,131P3104,1,7,36.11
9850,2021,517P0064,4,6,44.16
9851,2021,517P0069,5,5,74.08
9852,2021,522P0033,1,5,44.41
9853,2021,310P0048,18,18,91.08
9854,2021,410P0074,2,2,108.23
9855,2021,411P0002,12,3,32.51
9856,2021,111F0109,8,9,47.71
9857,2021,123F0007,1,4,26.92
9858,2021,125F0013,1,18,87.49
9859,2021,125F0024,35,3,19.51
9860,2021,302F0010,3,4,90.93
9861,2021,302F0016,14,3,75.11
9862,2021,407F0001,9,6,69.46
9863,2021,409F0001,39,4,83.2
9864,2021,410F0001,8,0,32.93
9865,2021,602F0001,14,3,76.33
9866,2021,602F0079,2,2,87.24
9867,2021,606F0004,2,4,64.52
9868,2021,222P2232,1,18,93.55
9869,2021,224P2439,5,18,98.25
9870,2021,225P2759,3,2,67.65
9871,2021,232P3002,2,5,24.83
9872,2021,135F0011,3,8,33.28
9873,2021,135F0015,27,18,116.03
9874,2021,302F0336,2,7,56.42
9875,2021,146P4552,3,3,49.0
9876,2021,601P0347,1,4,76.53
9877,2021,117P1720,1,18,113.8
9878,2021,121P2115,7,2,90.98
9879,2021,132P3204,9,5,73.6
9880,2021,132P3207,4,4,75.94
9881,2021,143P4346,1,18,134.54
9882,2021,517P0092,1,2,115.21
9883,2021,520P0011,3,5,53.01
9884,2021,302P0029,2,6,29.02
9885,2021,303P0020,31,2,119.26
9886,2021,303F0436,9,4,83.43
9887,2021,308P0005,2,18,105.01
9888,2021,414P0043,8,9,74.05
9889,2021,111F0033,1,3,71.18
9890,2021,113F0019,1,4,87.61
9891,2021,132F0011,1,5,43.67
9892,2021,521F0032,1,7,46.4
9893,2021,606F0019,11,5,51.95
9894,2021,606F0179,3,4,48.19
9895,2021,222P2301,2,8,42.34
9896,2021,232P3052,1,3,15.26
9897,2021,235P3536,6,4,66.62
9898,2021,602P0016,8,3,83.18
9899,2021,604P0311,14,4,70.75
9900,2021,116P1641,2,4,30.73
9901,2021,117P1747,9,5,43.27
9902,2021,125P2505,1,3,25.56
9903,2021,131P3116,12,2,97.9
9904,2021,132P3217,1,3,186.64
9905,2021,134P3432,8,3,41.64
9906,2021,141P4131,14,6,31.23
9907,2021,141P4132,9,5,28.6
9908,2021,143P4304,7,2,72.37
9909,2021,517P0007,8,5,69.93
9910,2021,522P0031,3,18,102.4
9911,2021,302P0017,4,7,84.1
9912,2021,308P0054,12,18,116.47
9913,2021,308P0071,4,2,52.8
9914,2021,407P0044,3,4,54.28
9915,2021,408P0039,14,2,40.91
9916,2021,123F0043,3,3,77.75
9917,2021,134F0005,1,2,89.48
9918,2021,301F0874,2,3,62.41
9919,2021,302F0527,14,6,54.78
9920,2021,303F0432,2,7,84.48
9921,2021,414F0002,30,4,86.6
9922,2021,603F0045,2,18,99.39
9923,2021,606F0017,7,3,83.77
9924,2021,220P2871,1,5,40.53
9925,2021,235P3563,2,3,49.35
9926,2021,112P1214,1,2,58.79
9927,2021,303F0721,1,2,70.34
9928,2021,112P1240,11,3,61.88
9929,2021,116P1617,2,3,29.47
9930,2021,116P1631,3,3,69.4
9931,2021,121P2127,9,3,73.54
9932,2021,303F0823,1,7,61.93
9933,2021,121P2142,2,3,76.23
9934,2021,125P2405,5,3,60.65
9935,2021,131P3128,3,7,38.33
9936,2021,132P3207,9,4,75.94
9937,2021,133P3336,4,6,47.08
9938,2021,141P4132,13,5,28.6
9939,2021,308P0012,2,5,85.92
9940,2021,309P0032,5,18,57.53
9941,2021,409P0040,11,2,33.12
9942,2021,110F0008,1,18,113.96
9943,2021,133F0011,5,3,41.6
9944,2021,521F0060,4,5,36.22
9945,2021,521F0181,9,6,45.31
9946,2021,601F0468,1,18,67.16
9947,2021,414F0002,24,3,75.75
9948,2021,606F0017,57,6,52.69
9949,2021,517F0031,7,3,50.41
9950,2021,521F0162,6,2,110.41
9951,2021,222P2236,1,2,75.72
9952,2021,222P2273,1,18,54.49
9953,2021,224P2455,3,3,12.31
9954,2021,225P2566,1,18,76.56
9955,2021,238P3903,2,5,44.55
9956,2021,112P1225,1,3,55.81
9957,2021,112P1286,1,2,81.23
9958,2021,113P1302,3,2,118.05
9959,2021,134P3453,4,4,20.21
9960,2021,141P4126,6,2,105.31
9961,2021,517P0010,7,8,46.12
9962,2021,521P0006,6,3,93.9
9963,2021,308P0017,2,2,83.61
9964,2021,407P0046,9,2,70.3
9965,2021,410P0003,2,5,61.37
9966,2021,410P0013,4,2,93.06
9967,2021,414P0053,1,8,56.89
9968,2021,111F0003,5,5,44.16
9969,2021,111F0049,11,8,42.97
9970,2021,111F0061,5,9,99.76
9971,2021,125F0010,4,2,93.81
9972,2021,141F0009,5,18,93.86
9973,2021,222P2313,2,18,108.55
9974,2021,302F0530,2,9,58.7
9975,2021,606F0015,5,18,119.6
9976,2021,303P0029,1,4,76.78
9977,2021,221P3443,1,2,60.35
9978,2021,235P3502,4,3,34.82
9979,2021,221F0028,4,2,60.35
9980,2021,221F0041,2,2,30.48
9981,2021,145P4542,1,3,34.07
9982,2021,605P0354,7,4,44.77
9983,2021,606P0332,2,18,65.37
9984,2021,113P1320,3,18,131.33
9985,2021,132P3309,2,3,39.48
9986,2021,143P4241,3,2,71.95
9987,2021,517P0060,3,5,55.05
9988,2021,517P0089,5,3,79.26
9989,2021,518P0004,2,5,69.92
9990,2021,520P0010,1,5,66.45
9991,2021,520P0040,5,3,58.41
9992,2021,407P0047,3,18,79.09
9993,2021,410P0009,5,5,59.03
9994,2021,110F0002,52,18,118.13
9995,2021,110F0007,9,18,102.0
9996,2021,111F0041,2,9,65.19
9997,2021,111F0072,23,9,30.66
9998,2021,116F0047,3,3,10.81
9999,2021,143F0008,1,2,12.71
10000,2021,520F0021,5,5,56.43
10001,2021,521F0010,6,5,61.99
10002,2021,604F0448,22,2,83.18
10003,2021,606F0024,16,18,96.83
10004,2021,222P2209,1,9,69.68
10005,2021,135F0007,40,4,21.02
10006,2021,143P4333,5,4,37.39
10007,2021,111P1186,4,5,71.05
10008,2021,113P1301,3,18,129.48
10009,2021,116P1238,4,4,19.33
10010,2021,116P1626,5,18,110.97
10011,2021,122P2216,4,3,91.4
10012,2021,123P2311,1,18,112.35
10013,2021,123P2331,6,4,56.74
10014,2021,123P2350,6,18,134.92
10015,2021,303P0020,2,2,119.26
10016,2021,308P0014,1,3,55.42
10017,2021,310P0041,3,18,78.49
10018,2021,410P0016,5,4,80.82
10019,2021,413P0036,8,2,103.23
10020,2021,110F0008,8,4,55.08
10021,2021,110F0008,2,18,113.96
10022,2021,112F0025,41,3,51.9
10023,2021,302F0300,42,8,61.11
10024,2021,302F0531,8,8,24.97
10025,2021,520F0021,2,5,56.43
10026,2021,522F0064,1,6,43.32
10027,2021,601F0115,21,8,65.6
10028,2021,601F0227,13,4,83.4
10029,2021,601F0247,2,4,72.64
10030,2021,601F0415,1,2,119.58
10031,2021,605F0029,2,18,88.08
10032,2021,220P2901,4,5,73.51
10033,2021,221P2136,1,2,72.24
10034,2021,226P2537,6,2,89.72
10035,2021,226P2656,3,5,42.66
10036,2021,146F0005,7,5,40.0
10037,2021,226P2656,14,5,42.66
10038,2021,232P3237,1,5,56.08
10039,2021,221F0024,2,3,51.5
10040,2021,601P0313,18,6,71.38
10041,2021,112P1276,4,3,74.74
10042,2021,112P1640,2,9,35.72
10043,2021,113P1445,1,3,55.64
10044,2021,116P1670,1,2,64.18
10045,2021,116P1238,2,4,19.33
10046,2021,123P2332,4,3,69.77
10047,2021,125P2418,1,3,128.89
10048,2021,309P0013,6,6,49.81
10049,2021,111F0089,5,2,73.94
10050,2021,116F0022,5,5,38.14
10051,2021,135F0008,1,3,46.66
10052,2021,302F0300,48,4,76.16
10053,2021,302F0854,8,8,48.84
10054,2021,521F0003,2,2,112.82
10055,2021,601F0479,1,6,53.89
10056,2021,602F0068,1,4,22.1
10057,2021,222P2218,1,6,41.69
10058,2021,222P2242,2,5,25.55
10059,2021,222P2323,1,3,38.49
10060,2021,235P3503,2,5,17.46
10061,2021,238P3907,3,4,51.78
10062,2021,601P0040,4,5,80.98
10063,2021,123P2350,13,18,134.92
10064,2021,133P3305,1,5,19.25
10065,2021,117P1505,1,2,62.14
10066,2021,134P3447,4,3,50.84
10067,2021,521P0017,3,5,75.1
10068,2021,522P0033,2,5,44.41
10069,2021,302P0036,5,3,36.56
10070,2021,310P0019,2,6,44.43
10071,2021,414P0037,3,5,56.49
10072,2021,111F0004,89,4,47.05
10073,2021,113F0010,30,5,53.98
10074,2021,143F0001,31,3,44.05
10075,2021,302F0423,17,9,4.83
10076,2021,517F0019,5,3,58.13
10077,2021,517F0200,100,4,92.94
10078,2021,521F0141,5,6,52.66
10079,2021,522F0001,1,18,81.84
10080,2021,117P1531,12,18,71.07
10081,2021,601F0085,8,3,54.2
10082,2021,601F0488,1,6,91.45
10083,2021,220P2951,1,2,47.64
10084,2021,221P3433,1,8,40.69
10085,2021,224P2412,4,18,85.29
10086,2021,224P2456,6,4,37.35
10087,2021,232P3211,2,5,11.84
10088,2021,238P3855,3,4,22.77
10089,2021,145F0003,5,4,35.56
10090,2021,145P4568,4,5,50.02
10091,2021,601P0313,11,6,94.1
10092,2021,604P0311,13,4,70.75
10093,2021,112P1254,6,2,81.78
10094,2021,123P2357,1,3,51.91
10095,2021,517P0072,17,5,45.93
